x,y,z
138.296523,35.500008375,0.6975573273214111
137.89704450000002,35.500008375,0.6976512811266845
137.500280625,35.500008375,0.6975842366804791
136.916922,35.500008375,0.6973799408004231
136.52344425,35.500008375,0.6969720363152511
136.10034375,35.500008375,0.6969994201435132
135.70391325,35.500008375,0.6968222778439949
135.28195575,35.500008375,0.696801082253217
134.86056975000002,35.500008375,0.6964936198862313
134.434373625,35.500008375,0.69635944654656
134.06742300000002,35.500008375,0.6963770570321994
133.704949125,35.500008375,0.6960978533371895
133.30837575,35.500008375,0.6961192612038645
132.88041750000002,35.500008375,0.6957847579303718
132.45398325000002,35.500008375,0.69570839631516
132.023310375,35.500008375,0.6956916649809749
131.62359375000003,35.500008375,0.6955734036538804
131.19796912500001,35.500008375,0.6952078126733797
130.76982037500002,35.500008375,0.6952024777306636
130.313382375,35.500008375,0.6948753997178303
129.881518875,35.500008375,0.6949025525576724
129.48899362500003,35.500008375,0.6947331169917077
129.12399562500002,35.500008375,0.694520097365158
128.732661,35.500008375,0.6942978274946519
128.33842125,35.500008375,0.6943141782992983
127.94180025000001,35.500008375,0.6942610401454972
127.54427437500001,35.500008375,0.6940266897878066
126.93205500000002,35.500008375,0.6936641954971555
126.50757337500002,35.500008375,0.693706217109082
126.11661975000003,35.500008375,0.6935654319219763
125.65841962500002,35.500008375,0.6933674217115178
125.26184625,35.500008375,0.6935829551107505
124.89703875000001,35.500008375,0.6933915918010113
124.53394575000002,35.500008375,0.6933558421066817
124.142801625,35.500008375,0.6933599236206202
123.7192725,35.500008375,0.6933118268762695
123.35370300000001,35.500008375,0.6934971049629232
122.99003850000001,35.500008375,0.6936317850101411
122.59598925,35.500008375,0.6935675781777055
122.16960262500001,35.500008375,0.693566627482012
121.772219625,35.500008375,0.6935501976046475
121.380885,35.500008375,0.6935376724705349
121.01607750000001,35.500008375,0.6936291218679127
120.62626687500001,35.500008375,0.6939025696443673
120.29417775,35.500008375,0.6939150033505254
119.89836637500001,35.500008375,0.6938826304546974
119.50550775,35.500008375,0.693926810753193
119.16918000000001,35.500008375,0.6940898890509024
118.805325,35.500008375,0.6941385228557356
118.415514375,35.500008375,0.6940803717713003
118.05127837500001,35.500008375,0.6941064136848744
117.6884235,35.500008375,0.6944622425452246
117.29666025,35.500008375,0.6941981491351495
116.90203950000001,35.500008375,0.6944975034559793
116.538756,35.500008375,0.6945908792287488
116.20785750000002,35.500008375,0.6944828750847011
115.81342725,35.500008375,0.694564949608777
115.44881025000001,35.500008375,0.6946915382248129
114.928983375,35.500008375,0.6949056579604727
114.565938,35.500008375,0.6948846592289231
114.169364625,35.500008375,0.6951020413949863
113.77488675000001,35.500008375,0.695021846712331
113.4143655,35.500008375,0.6951053518099094
113.0489865,35.500008375,0.6952915408699973
112.6272195,35.500008375,0.6953972052012298
112.26488850000001,35.500008375,0.6953602966161486
111.9002715,35.500008375,0.6956195056274216
111.50507925,35.500008375,0.6955619445675233
111.10850587500002,35.500008375,0.6955438231356118
110.713266,35.500008375,0.695962692516389
110.31726412500001,35.500008375,0.695847165223192
109.95088500000001,35.500008375,0.6959344175229157
109.55431162500001,35.500008375,0.6958334030510197
109.16026237500002,35.500008375,0.6963922900965824
108.79274025000001,35.500008375,0.6962861443472409
108.39459525000001,35.500008375,0.696287445395612
108.02669212500001,35.500008375,0.6964032886922853
107.66169412500001,35.500008375,0.6966063458766595
107.233354875,35.500008375,0.6964508829429545
106.779393375,35.500008375,0.6966979937938705
106.35262575000002,35.500008375,0.6965740087928988
105.986437125,35.500008375,0.6969058924620151
105.588673125,35.500008375,0.6967448091693629
105.22429425,35.500008375,0.6970812296288487
104.85848662500001,35.500008375,0.6972168655276001
104.494060125,35.500008375,0.6972520309653745
104.128871625,35.500008375,0.6973617378839548
103.73267925,35.500008375,0.697153296010288
103.370395875,35.500008375,0.6974087959567412
102.85561725000001,35.500008375,0.6975890332763311
102.464282625,35.500008375,0.6974937097715865
102.10080862500001,35.500008375,0.6977719710427847
101.73795375000002,35.500008375,0.6980255503882229
101.31775837500001,35.500008375,0.6977700641284665
100.9221375,35.500008375,0.6980692875047874
100.55671087500001,35.500008375,0.6979795270130235
100.18880775000001,35.500008375,0.6983235667541217
99.797092125,35.500008375,0.6982564315309072
99.397423125,35.500008375,0.6982637667686393
98.96941725,35.500008375,0.6985202887222063
98.60403825000002,35.500008375,0.6985818876865942
98.23708762500002,35.500008375,0.6988150811270071
97.875804375,35.500008375,0.698695077584566
97.47956437500001,35.500008375,0.6988335834928461
