x,y,z
138.17717475,35.500008375,0.691029656596732
137.967005625,35.500008375,0.6922044176632355
137.758932,35.500008375,0.6924378029572753
137.552001375,35.500008375,0.6925862640264074
137.33907000000002,35.500008375,0.6925856019193019
137.157571125,35.500008375,0.6926177782620595
136.9498785,35.500008375,0.6926586225320563
136.73618512500002,35.500008375,0.6927675094376943
136.529064,35.500008375,0.6926700381508248
136.31884725,35.500008375,0.6928317521662242
136.110773625,35.500008375,0.6928163659630305
135.897889875,35.500008375,0.6926581568817085
135.69019725,35.500008375,0.6928284264518119
135.477075375,35.500008375,0.6926746069389219
135.267239625,35.500008375,0.6929432015447404
135.05702287500003,35.500008375,0.6928017483419148
134.844329625,35.500008375,0.6929716086397074
134.634493875,35.500008375,0.6928481141917937
134.422753125,35.500008375,0.6930462522298568
134.21020275,35.500008375,0.6930192719940574
133.972315875,35.500008375,0.6929000040650586
133.760956125,35.500008375,0.6927991795645636
133.55307299999998,35.500008375,0.6929571187563313
133.371336,35.500008375,0.692818626421952
133.158595125,35.500008375,0.6929613150181133
132.9489975,35.500008375,0.6931009703094839
132.73487550000002,35.500008375,0.6929934103142976
132.52894500000002,35.500008375,0.6931427730996657
132.315823125,35.500008375,0.6930308484922159
132.10584450000002,35.500008375,0.6931440332387291
131.898913875,35.500008375,0.6931673067526171
131.69512650000001,35.500008375,0.6929761994638317
131.482385625,35.500008375,0.6930903460626175
131.27355000000003,35.500008375,0.6930095391362406
131.06738137500002,35.500008375,0.6931664589994156
130.85759325,35.500008375,0.6932097585939712
130.651996125,35.500008375,0.6930267074436189
130.43968387500001,35.500008375,0.6931309318806916
130.23022912500002,35.500008375,0.6931604234212142
130.02006000000003,35.500008375,0.6931962898914649
129.812748375,35.500008375,0.6931241553410505
129.62772525000003,35.500008375,0.692806991342847
129.42217575,35.500008375,0.6930613430431047
129.21062550000002,35.500008375,0.6931155364495248
129.03469875000002,35.500008375,0.6932499051443689
128.8239105,35.500008375,0.6930102847464077
128.615455875,35.500008375,0.6933122928492245
128.40852525000003,35.500008375,0.6929740799970231
128.20026112500003,35.500008375,0.6930836931521696
127.961374125,35.500008375,0.69310913473563
127.75739625000001,35.500008375,0.6931879349874183
127.54775100000002,35.500008375,0.6931204739782821
127.33948687500002,35.500008375,0.6931240127933824
127.12984162500001,35.500008375,0.6931084623229162
126.91676737500002,35.500008375,0.6931340340124045
126.70750312500002,35.500008375,0.6931988548011229
126.496714875,35.500008375,0.693073616330413
126.256494375,35.500008375,0.6931987891246144
126.04394400000002,35.500008375,0.6931248387836643
125.83472737500001,35.500008375,0.6930499958862403
125.629368375,35.500008375,0.6932435393336435
