x (mm),y (mm),Spec 11000000.0Hz,Spec 12000000.0Hz,Spec 13000000.0Hz
138.499977,59.899629375,(-15465.59472221207-5555.205346218212j),(-6548.196139419395-8249.263337295426j),(-775.6975181616481-7718.205688424435j)
138.499977,60.081128250000006,(-15524.976525734064-5374.538690501875j),(-6653.716144847539-8164.953189369568j),(-879.5039572920572-7707.719400678865j)
138.499977,60.231861375,(-15330.403180334284-5909.133114371676j),(-6336.5040650940045-8409.257445135212j),(-564.2214615339915-7734.012674304664j)
138.499977,60.39640575000001,(-15753.099538333627-4655.395861528946j),(-7049.702476282376-7818.7675619295915j),(-1299.0005086181213-7645.213522184486j)
138.499977,60.561855,(-15397.281834682051-5733.074385210335j),(-6446.52331854147-8327.754416137497j),(-669.7206862136283-7729.27068504637j)
138.499977,60.71235000000001,(-15849.241065174247-4291.7167376794705j),(-7245.312109356326-7635.110936812696j),(-1504.807989855847-7605.458033386159j)
138.499977,60.87665625,(-15328.744909436595-5905.371608254509j),(-6337.273360284859-8407.112356807362j),(-566.459356615341-7733.241653818703j)
138.499977,61.043962875000005,(-15856.631515522717-4289.902111828754j),(-7247.297110242091-7639.873436401209j),(-1505.814309788589-7607.846233891938j)
138.499977,61.19364825,(-15807.452376464678-4469.827250223909j),(-7149.058834726949-7730.000502176719j),(-1402.218706207053-7629.522693570392j)
138.499977,61.358668875,(-15264.139535067998-6083.194634997495j),(-6234.701568574593-8487.386106937529j),(-458.41843407351814-7745.2585878619375j)
138.499977,61.524975375000004,(-15706.191271171016-4834.952364398756j),(-6955.63206610761-7908.696006615735j),(-1192.4948383565024-7664.912427138181j)
138.499977,61.672803375,(-15644.590660179552-5019.719709501857j),(-6854.971022865586-7994.412412109662j),(-1087.519801072165-7678.792873460926j)
138.499977,61.83810975,(-15524.612811822592-5367.701390361328j),(-6650.904465488513-8164.256991195703j),(-881.5514451660326-7703.793191068009j)
138.499977,62.005654500000006,(-15464.29844545147-5554.5886330747735j),(-6548.068725305864-8243.431734943826j),(-774.4940588517086-7716.0574137934755j)
138.499977,62.187248625,(-15190.79706716114-6262.597011774886j),(-6127.038664944383-8564.030717523186j),(-352.1673165552041-7746.819510330085j)
138.499977,62.3535075,(-15262.15694090998-6077.669634889142j),(-6230.938686365342-8487.302692647376j),(-460.8245557707038-7741.764443504047j)
138.499977,62.50114500000001,(-15810.675393761396-4468.6685383587765j),(-7152.805478320171-7729.184089688409j),(-1402.7842111804625-7630.423291087611j)
138.499977,62.64987787500001,(-15698.177919380589-4833.924505534415j),(-6953.630004138369-7905.563266080404j),(-1193.9293938687108-7662.128081961491j)
138.499977,62.81751787500001,(-15705.04463037883-4832.764433018187j),(-6956.493206670388-7903.611766456754j),(-1193.5495075900335-7661.205028964941j)
138.499977,62.98139550000001,(-15757.291251018742-4655.011819645407j),(-7054.386548201825-7819.664994957076j),(-1298.478746968864-7645.730441868341j)
138.499977,63.130890375,(-15642.397951305406-5018.184321390669j),(-6853.446708125401-7994.287047419715j),(-1086.9443208513399-7679.087213329991j)
138.499977,63.29810175,(-15525.874967457468-5372.189742695815j),(-6651.224606002497-8163.146601014656j),(-880.3532437003109-7705.928478614294j)
138.499977,63.46178887500001,(-15266.82188786735-6085.635610285193j),(-6231.839600655248-8490.543585399944j),(-458.02067816362535-7743.491702564968j)
138.499977,63.61166475,(-15696.332416942118-4832.172218616551j),(-6955.805125153954-7905.9000270603265j),(-1196.2542302454335-7661.41672466704j)
138.499977,63.778257,(-15583.112681325249-5196.992922683364j),(-6752.47024900912-8076.74751250747j),(-982.5494712149034-7689.989683605349j)
138.499977,63.943277625,(-15705.341057595815-4831.035628152961j),(-6953.473360089819-7903.2390111349405j),(-1195.151433347386-7661.7062047419095j)
138.499977,64.092248625,(-15331.372750306884-5907.411899187186j),(-6338.141952778376-8406.57691987591j),(-566.7022401255626-7734.023638955302j)
138.499977,64.25803125,(-15256.096521758102-6084.461331329787j),(-6232.080164499534-8485.259691297013j),(-462.11055980000475-7741.087981304094j)
138.499977,64.42500450000001,(-15643.406663812095-5012.537916978582j),(-6853.924721329183-7994.228142520172j),(-1087.69922802188-7678.570455494626j)
138.499977,64.588786875,(-15521.2679842668-5371.488826974505j),(-6653.554829558168-8160.530551368174j),(-877.9824169810153-7705.811159398851j)
138.499977,64.755283875,(-15761.68978554821-4655.420720455193j),(-7054.392651279517-7820.473228302847j),(-1297.6151903596524-7647.918599724786j)
138.499977,64.92116175,(-15117.04814733431-6434.336433026496j),(-6019.037611867603-8637.329895882087j),(-250.5156797605242-7750.766411851702j)
138.499977,65.08637287500001,(-15395.317229017272-5727.221376076468j),(-6444.491791199725-8323.40553074782j),(-669.1270432679639-7726.041734379287j)
138.499977,65.236486875,(-15758.91967215826-4657.264298129067j),(-7054.8326906891725-7820.661007422285j),(-1298.0257749476295-7649.305712963896j)
138.499977,65.402221875,(-15465.514470219168-5557.280475856742j),(-6549.329558862477-8243.873704439322j),(-775.7568640171988-7717.02619502616j)
138.499977,65.58395887500001,(-15699.599897427906-4834.726499880341j),(-6952.671130516845-7909.097796495809j),(-1194.493405399232-7663.34470243695j)
138.499977,65.73312037500001,(-15397.26115698319-5729.499674534112j),(-6443.338625971578-8326.730530641678j),(-670.1635338583956-7725.334278043108j)
138.499977,65.89937925,(-15863.667051828257-4292.160309701513j),(-7245.75812586067-7639.323831334879j),(-1506.9030323769712-7607.510774634084j)
138.499977,66.047540625,(-15119.699502869316-6437.284866869144j),(-6021.393743793018-8643.634169764722j),(-248.85926809747116-7754.358394905505j)
138.499977,66.21370425,(-15753.939177948534-4652.994293481861j),(-7051.1028748173085-7816.564502992754j),(-1298.3886550558768-7644.631492621102j)
138.499977,66.395346,(-15809.743574433745-4475.385676285035j),(-7151.832330969359-7730.567720478892j),(-1400.772532026518-7631.155786209565j)
138.499977,66.499978125,(-15814.952532244128-4471.125374490546j),(-7151.8413410183075-7733.487990790848j),(-1401.6672414163743-7631.901469466722j)
138.303381,66.499978125,(-15866.862997054774-4291.304072149621j),(-7248.03530109339-7641.83163322963j),(-1505.3550192552761-7608.2916074368495j)
138.1046895,66.499978125,(-15820.783481410612-4478.35273966231j),(-7155.143362996763-7731.943821244446j),(-1402.435059224855-7631.167192504619j)
137.88185212500002,66.499978125,(-15348.33943875856-5916.262101644551j),(-6344.743228985298-8413.136725999393j),(-566.322583532401-7739.741330779047j)
137.6878755,66.499978125,(-15484.448068881908-5566.721788721995j),(-6552.273313682174-8255.405685263158j),(-774.2146213140537-7723.240121368739j)
137.49442275,66.499978125,(-15622.374302272192-5211.482948392789j),(-6762.506837235711-8091.5614131676775j),(-984.2756399953864-7700.388251113251j)
137.26382250000003,66.499978125,(-15508.978236179957-5576.233699940283j),(-6558.120083267887-8261.987653886154j),(-775.9395974663323-7726.932967261834j)
137.075418,66.499978125,(-15707.101286839687-5047.142294040168j),(-6869.051931278016-8016.101666187205j),(-1088.826439911712-7693.880672655494j)
136.875631125,66.499978125,(-15783.531076963918-4871.0627820200025j),(-6972.781955328914-7935.856237770386j),(-1193.6182778631849-7683.970929393885j)
136.685274,66.499978125,(-15681.625071100872-5246.303781918838j),(-6776.920840116987-8112.537196071306j),(-985.2617684424979-7715.3004741875275j)
136.45448325,66.499978125,(-15704.887769665162-5258.309393876978j),(-6782.571472469095-8124.960505305349j),(-983.9585790946584-7723.245761214193j)
136.261935375,66.499978125,(-15729.17443853281-5264.834628794413j),(-6783.812214178926-8131.010192455624j),(-983.1126195551523-7725.660420431102j)
136.040860125,66.499978125,(-15645.391559726919-5647.682402708165j),(-6592.642024141571-8312.102660710154j),(-774.6128085619899-7756.428647963114j)
135.844359375,66.499978125,(-15747.194122451352-5490.995890685997j),(-6702.068798774784-8247.672423295415j),(-879.8945586428201-7757.282970621591j)
135.648573,66.499978125,(-15728.051843622454-5694.419362828125j),(-6610.486835468279-8348.299229766151j),(-775.3218693704664-7780.14367777482j)
135.44916712500003,66.499978125,(-16088.743481408088-4806.399777908291j),(-7133.613522055654-7935.124707316973j),(-1300.727641883955-7720.890940191408j)
135.25585725,66.499978125,(-16050.751484537206-5220.740307317008j),(-6953.82192321408-8145.33147642734j),(-1091.8757319583365-7772.816093021119j)
135.0593565,66.499978125,(-15758.030022812147-6376.64279647556j),(-6343.344969597201-8685.226249091127j),(-454.67006234406347-7863.094212991611j)
134.870237625,66.499978125,(-16618.803574648617-4212.314249853159j),(-7607.1508832743275-7678.238255684797j),(-1726.7162284429187-7711.443816130621j)
134.703645375,66.499978125,(-16552.82804064177-5042.065816884268j),(-7250.377292321533-8100.185423992327j),(-1305.482492646989-7824.205489402473j)
134.477902875,66.499978125,(-16961.467194776167-4585.480421380025j),(-7604.5422811586095-7904.340891216205j),(-1629.445933100086-7819.411248298298j)
134.279782875,66.499978125,(-17244.128012995996-4953.923821733103j),(-7583.842486826188-8116.731854940601j),(-1528.0252435206487-7913.001975767672j)
134.09209275,66.499978125,(-17854.235159265387-4803.093969431491j),(-7903.65759624663-8090.7720760079455j),(-1747.631728450061-7972.588064250149j)
133.89878287500002,66.499978125,(-18148.722001233822-6187.475092125426j),(-7508.3561016917065-8783.2986549692j),(-1200.686226877652-8195.50237019567j)
133.67704087500002,66.499978125,(-19637.07409586217-5748.790518133488j),(-8300.742181125624-8662.16139680001j),(-1771.9720137047252-8316.719786689144j)
133.483397625,66.499978125,(-20906.501136962324-6470.922057438896j),(-8563.219389559248-9050.641184701035j),(-1784.993294544077-8542.808374383565j)
133.261655625,66.499978125,(-22747.197787270154-6345.781387156225j),(-9325.583249447298-9036.217733796895j),(-2274.942691277345-8684.045551474775j)
133.064583375,66.499978125,(-24631.539278101896-5512.322728537892j),(-10262.916207112008-8670.662155829854j),(-3002.897995102092-8678.944157591384j)
132.84031725,66.499978125,(-25541.857817862125-7975.374557109814j),(-9824.851415045548-9747.978241794064j),(-2299.601239026729-9077.676747431866j)
132.649198125,66.499978125,(-27339.315012070023-4483.965257345855j),(-11426.880621682609-8187.136696825219j),(-3876.6337537064983-8616.436533814045j)
132.419836125,66.499978125,(-27425.46015578472-7330.3727438030965j),(-10640.27024212723-9412.75417385226j),(-2921.484147327015-9036.591740036694j)
132.203332875,66.499978125,(-28324.418334487153-5965.464038519156j),(-11288.571578818865-8802.542076783926j),(-3534.0720832418174-8849.01883264283j)
132.00840375,66.499978125,(-28523.065286804296-6437.411432594166j),(-11206.348137389978-8984.291290203262j),(-3415.8772421880017-8906.265917103934j)
131.81352225,66.499978125,(-28492.906219501903-7536.2602154072665j),(-10891.305885000469-9434.556770444617j),(-3046.4275644808795-9047.320319184699j)
131.58958950000002,66.499978125,(-29064.39006568805-5625.303666842873j),(-11577.818897361649-8602.184105789904j),(-3777.6969998474915-8764.581422350328j)
131.39632725,66.499978125,(-28696.391079597703-7666.939854872351j),(-10904.409826172343-9462.031896156015j),(-3048.7547824446015-9044.449829450728j)
131.19420675,66.499978125,(-29385.804400588284-5020.977951846551j),(-11818.302722605084-8328.839931071583j),(-4010.9719672585043-8668.659238435896j)
131.007088125,66.499978125,(-29161.979118259293-6420.996649565088j),(-11381.787969896759-8918.38318979814j),(-3531.6556160198834-8866.886136589914j)
130.78567950000001,66.499978125,(-29364.21600368386-5764.61670557995j),(-11603.238724113058-8635.94603432409j),(-3772.9373773250504-8768.143865342005j)
130.58517825,66.499978125,(-29350.341310045595-6110.249076808199j),(-11511.413011491477-8790.37809012089j),(-3654.0900865608137-8827.489785139558j)
130.35638775,66.499978125,(-29416.91151292982-5790.362463584546j),(-11615.141020911778-8647.409735196881j),(-3772.5147344191064-8771.824531324197j)
130.134788625,66.499978125,(-29511.95562598624-5489.779928217866j),(-11718.923715518074-8500.278202329864j),(-3887.5090016137256-8715.3814322865j)
129.890139,66.499978125,(-29562.225689968465-5499.920759251326j),(-11723.619952874698-8508.367686661948j),(-3890.8129561610817-8719.564329032659j)
129.697400625,66.499978125,(-29444.924016946807-6198.629040624617j),(-11511.52252904851-8803.503354884357j),(-3651.6647473015114-8822.89550559926j)
129.502328625,66.499978125,(-29216.485586898398-7220.6467658109195j),(-11171.169026427817-9231.28742637388j),(-3287.167447303653-8960.452263135781j)
129.281824875,66.499978125,(-28801.997498294062-8894.906072282778j),(-10578.355894312863-9918.386108717852j),(-2667.965994412075-9168.386819146657j)
129.08241900000002,66.499978125,(-29269.696735984624-7245.779799761282j),(-11175.570022636955-9233.991152565133j),(-3287.8878840920083-8957.209960438224j)
128.88353700000002,66.499978125,(-29301.163455950038-7239.591296984629j),(-11186.506225575095-9240.230111912466j),(-3286.3329162652844-8966.64016742022j)
128.665224,66.499978125,(-29794.893076250315-4857.285455135046j),(-11956.377451328039-8223.75502909152j),(-4125.1481259772845-8613.697641190627j)
128.44438687500002,66.499978125,(-28917.76500448015-8587.652124324162j),(-10704.53862734505-9789.631841117816j),(-2797.404159874979-9129.256762997149j)
128.2482195,66.499978125,(-28939.315362125963-8592.386453537723j),(-10708.433177951603-9793.056831830272j),(-2795.211520288839-9137.620365082406j)
128.0226675,66.499978125,(-29508.952476664912-6233.329166241316j),(-11516.533193159848-8808.756734537688j),(-3652.1023234554286-8820.623723664865j)
127.80411637499999,66.499978125,(-29728.054287236104-5228.884572209622j),(-11845.430616788773-8374.563071664825j),(-4007.753291222377-8666.723642327135j)
127.609234875,66.499978125,(-29697.18528532584-5579.106691676643j),(-11738.897130410534-8519.599022913912j),(-3889.887275705736-8718.607569441789j)
127.41273412500001,66.499978125,(-29641.762573972403-5946.599340437215j),(-11629.90909475629-8675.636587894252j),(-3767.880675189188-8769.808974462032j)
127.190230125,66.499978125,(-29682.76705235217-5965.459558741848j),(-11634.978078893208-8675.624541801844j),(-3769.777348972889-8771.803411114914j)
126.99477712500001,66.499978125,(-29050.322027619553-8699.589662612438j),(-10706.970688792233-9811.81246120828j),(-2794.3855343536534-9130.420715713735j)
126.80008612500002,66.499978125,(-29275.287464495283-8036.933361339268j),(-10953.79774667498-9540.660463026128j),(-3042.4753018396277-9049.979196481987j)
126.57524850000001,66.499978125,(-29606.878027323975-6691.4100998234635j),(-11422.448655573888-8980.93701751173j),(-3529.3172783005803-8872.865106965184j)
126.37855725,66.499978125,(-29620.791603220463-6709.077211753982j),(-11412.743315589812-8980.970912165734j),(-3526.411942823911-8867.559838245292j)
126.18291375000001,66.499978125,(-29840.14047582269-5687.9881045729235j),(-11751.507962310057-8548.440306023494j),(-3884.3991944181503-8720.248608041407j)
125.9793645,66.499978125,(-29813.136847766247-6045.18801849965j),(-11644.762178729789-8699.16785816725j),(-3765.917841433662-8771.081714182057j)
125.76305175000002,66.499978125,(-29350.263136777365-8105.992057951904j),(-10960.669764710186-9553.150081803014j),(-3040.229738028606-9048.603780689577j)
125.59607850000002,66.499978125,(-29941.468866186304-5740.534148475874j),(-11760.998246334559-8555.985943853477j),(-3886.2633440955824-8718.220817808427j)
125.393958,66.499978125,(-29653.990084244237-7114.874814331899j),(-11310.343685455664-9137.9862247j),(-3404.8475043603758-8918.390357890468j)
125.172216,66.499978125,(-30070.25621029588-5055.536401417068j),(-11969.833819474468-8262.189500471177j),(-4119.951157365831-8614.163074554552j)
124.97819175000001,66.499978125,(-29402.866534569526-8154.7944375520565j),(-10966.307661656509-9562.496115818198j),(-3036.021831766816-9048.847863458828j)
124.784024625,66.499978125,(-30121.40647059099-5081.7980320879j),(-11976.437078452644-8265.434200678785j),(-4120.681212140492-8616.356711975524j)
124.58299950000001,66.499978125,(-30028.502746673836-5788.91078588378j),(-11762.024073478035-8568.622599910745j),(-3880.5684129190267-8719.236968333342j)
124.36592475,66.499978125,(-29995.6863759033-6143.767958899609j),(-11663.899263693793-8720.431881060187j),(-3758.917300963151-8779.58082667155j)
124.17066225,66.499978125,(-29640.784032427862-7517.84578051511j),(-11202.377112689443-9287.694042377469j),(-3279.307725590211-8959.95253549447j)
123.97197075000001,66.499978125,(-29639.687274781943-7518.412569928177j),(-11201.526462312859-9290.408874507253j),(-3279.7843394362476-8962.879471162323j)
123.78032775,66.499978125,(-29396.91107658655-8523.527199501217j),(-10853.818247577328-9712.53200977435j),(-2908.195581657264-9096.332786110925j)
123.55801425,66.499978125,(-29732.23519276012-7172.262935857166j),(-11322.054638361713-9151.057144641638j),(-3401.529412323384-8919.84453466866j)
123.35770350000001,66.499978125,(-29867.205798494964-6856.427819619745j),(-11443.592310527532-9011.963360237196j),(-3523.475133452378-8871.921683314622j)
123.162822,66.499978125,(-29963.103040469832-6531.294913556501j),(-11558.488611889436-8866.857159435962j),(-3640.2357255120905-8820.478456912453j)
122.97332212500001,66.499978125,(-29695.197432597546-7561.223529959394j),(-11200.19468823009-9298.893444823441j),(-3276.4778163138935-8962.209666410852j)
122.751580125,66.499978125,(-29952.347513225646-6531.13197846438j),(-11550.9940352538-8871.113835330956j),(-3641.1669204448845-8822.828313317063j)
122.557413,66.499978125,(-30201.140251947698-5135.118287909172j),(-11979.619024879716-8273.501869767259j),(-4112.585711919418-8609.093514452265j)
122.340862125,66.499978125,(-30174.386727725858-5489.825437390933j),(-11884.738424713767-8433.276395771954j),(-3998.3544934038623-8670.56595621581j)
122.137312875,66.499978125,(-29834.340288611507-7235.850670633441j),(-11331.097673260854-9155.066122750897j),(-3399.10792198974-8920.162199225575j)
121.941336,66.499978125,(-29894.601844780762-6902.821399647819j),(-11437.345252963723-9020.725132773632j),(-3520.619034658208-8871.542501302687j)
121.744978125,66.499978125,(-29991.010603360348-6556.271998667744j),(-11552.206912111968-8870.136661192088j),(-3640.738242720884-8818.307851772075j)
121.55495437500001,66.499978125,(-30008.578506473546-6558.041009346467j),(-11553.57931028206-8877.743231552082j),(-3637.9260931875633-8823.47238759005j)
121.35969187500001,66.499978125,(-29866.66972221797-7240.622595301744j),(-11335.18308001103-9167.224580746566j),(-3399.244897801009-8923.418809216477j)
121.134139875,66.499978125,(-30246.20539573382-5524.491160609258j),(-11891.53316642189-8443.844283194265j),(-3996.836824451124-8669.58778607559j)
120.938163,66.499978125,(-30191.032331486727-5872.948909241887j),(-11781.720089117214-8587.332049365243j),(-3879.0339082653045-8723.201042431012j)
120.72165975,66.499978125,(-29686.965673479113-7958.403883119592j),(-11085.087721838976-9447.478184814066j),(-3153.438470695344-9004.359788616719j)
120.518443875,66.499978125,(-30319.52094107657-5168.54209653311j),(-11998.606165278845-8293.102643587757j),(-4113.662381712549-8615.436477999989j)
120.299940375,66.499978125,(-29647.107193430555-8320.206543112501j),(-10981.328304346409-9594.802111332294j),(-3032.415814048166-9049.812999067002j)
120.08143687500001,66.499978125,(-30332.067444289096-5561.566676113034j),(-11899.463354844956-8456.09785705297j),(-3996.1744068097387-8675.51862150403j)
119.85426562500001,66.499978125,(-30373.53967435083-5577.814177624306j),(-11906.364990176611-8455.234073493122j),(-3995.0191662660545-8673.985663117253j)
119.6528595,66.499978125,(-30052.459729673323-6997.558318661948j),(-11449.318782705941-9031.212321655537j),(-3517.382101246135-8865.72772098955j)
119.43002212500001,66.499978125,(-30246.80108878197-6309.108450623582j),(-11679.970898522846-8753.12260668693j),(-3752.5377964599547-8775.084853115817j)
119.214757125,66.499978125,(-29795.08791401789-8409.093337992945j),(-10995.639003289714-9621.744055826462j),(-3025.3646436752274-9055.894122569438j)
118.992443625,66.499978125,(-30314.873198313704-6352.625833501415j),(-11687.36356295925-8758.732160699474j),(-3752.4677064777507-8772.720930363652j)
118.795371375,66.499978125,(-30172.591494782813-7081.61197795213j),(-11456.894188200764-9047.488376790516j),(-3513.085009882213-8864.673716471741j)
118.566961875,66.499978125,(-30578.63972856648-5342.110522027931j),(-12008.888417299819-8321.501929645172j),(-4103.400827359359-8610.231734380843j)
118.348267875,66.499978125,(-29972.454977882153-8135.471702348825j),(-11111.502701049016-9481.788240357357j),(-3148.3261502767123-9002.49982934487j)
118.15567237500001,66.499978125,(-29978.863463169524-8174.83158039264j),(-11112.572382389555-9488.07822480639j),(-3144.435604674395-8999.294404085114j)
117.96007650000001,66.499978125,(-29819.309360144696-8893.253043980378j),(-10874.211033677797-9768.164302324763j),(-2899.5421219054315-9084.596020498004j)
117.73109550000001,66.499978125,(-30286.60402683913-7167.706914172058j),(-11462.206099747029-9064.212324433482j),(-3508.3827001077993-8867.719711735477j)
117.511306125,66.499978125,(-30599.551314738925-5761.716906738885j),(-11907.164395950289-8477.749937016035j),(-3987.4301605177884-8661.972241607136j)
117.31261462500001,66.499978125,(-30653.164051373533-5787.1102400627005j),(-11915.468787723421-8483.761960593301j),(-3983.6810048182324-8663.90986233906j)
117.11901900000001,66.499978125,(-30423.67504368568-6861.085612862544j),(-11581.580730227757-8926.954428545367j),(-3632.408128137993-8814.229817234667j)
116.922280125,66.499978125,(-30474.551034920656-6851.87242120335j),(-11585.979649283196-8932.218846384585j),(-3626.4303599623536-8816.961209797028j)
116.69677575000001,66.499978125,(-30170.295290744318-8303.559731940451j),(-11127.228056047905-9511.87906164913j),(-3140.7969919167826-9002.39371607872j)
116.48093925,66.499978125,(-30872.20948657215-5126.617349334816j),(-12127.613094692317-8196.212513305161j),(-4215.040791261261-8547.960997114653j)
116.28153337500001,66.499978125,(-30589.01491225326-6542.610062523778j),(-11699.57603056612-8787.486559944422j),(-3748.331703441227-8767.070330316921j)
116.084651625,66.499978125,(-30607.151927492076-6557.236532630859j),(-11705.50668616347-8790.96015418234j),(-3747.425937929558-8765.239495846916j)
115.86019500000002,66.499978125,(-30544.369034609772-6941.45614265443j),(-11586.840861870907-8940.371246843326j),(-3625.6831149838-8809.58568855609j)
115.658788875,66.499978125,(-30394.674431324718-7659.586240453874j),(-11359.138008942291-9233.754731072135j),(-3384.0183592283247-8908.12838976842j)
115.46947950000002,66.499978125,(-30517.791467913048-7310.593258562503j),(-11480.743706922189-9094.184977064062j),(-3503.099920687249-8864.563203628291j)
115.24754700000001,66.499978125,(-30431.41589949632-7667.428795662183j),(-11369.788587712104-9237.347433886147j),(-3385.1384403411485-8908.147326049882j)
114.99389625,66.499978125,(-30143.632962483774-8712.953073775081j),(-11007.283230280731-9654.489932425095j),(-3015.0471003664384-9037.110496899873j)
114.79896712500002,66.499978125,(-30605.961589673963-6976.3342076244235j),(-11586.02094471275-8949.562043688347j),(-3625.636210425557-8811.311424885273j)
114.605704875,66.499978125,(-30537.866908808992-7333.855465567351j),(-11484.024246948253-9097.396765143916j),(-3502.5110425426337-8862.532467351542j)
114.38572500000001,66.499978125,(-30553.025710857608-7354.343419277099j),(-11480.528847122301-9092.84113680637j),(-3505.734809371191-8859.357460471067j)
114.16198275,66.499978125,(-30906.62737967187-5934.894557609909j),(-11928.734818725276-8519.195319855027j),(-3974.1393100259-8661.977790820438j)
113.96600587500001,66.499978125,(-30940.073385371536-5589.436812307642j),(-12024.07354182594-8355.84503756613j),(-4093.686981101654-8594.711277901019j)
113.744073375,66.499978125,(-30960.300958418586-5607.266097601805j),(-12024.250794127718-8358.184999076448j),(-4096.932722300381-8592.106545906288j)
113.553668625,66.499978125,(-30972.461198237324-5628.631209019795j),(-12025.845161336738-8360.2951750865j),(-4093.0174518479507-8595.108363492775j)
113.33264100000001,66.499978125,(-30464.43527887106-8119.969964898219j),(-11247.775525924233-9389.969825915121j),(-3260.6773171095606-8949.978286314094j)
113.107089,66.499978125,(-30885.54367397247-6364.390498902907j),(-11816.852792149464-8666.327623990346j),(-3856.2344344902795-8702.700340751559j)
112.91311237500001,66.499978125,(-30641.263861751308-7433.882626943212j),(-11480.009126654199-9108.837019744238j),(-3500.0901123742206-8855.38144345639j)
112.693323,66.499978125,(-30670.28882914598-7419.235108785771j),(-11494.021829746667-9110.896594402331j),(-3497.76104200873-8858.999016961643j)
112.497346125,66.499978125,(-30887.866795250848-6370.486807811904j),(-11812.362145979732-8666.42225991028j),(-3858.960277530006-8698.102832088045j)
112.298845125,66.499978125,(-30833.20982749472-6742.413199519602j),(-11709.24584238377-8821.31373524556j),(-3737.423233837067-8756.120978481667j)
112.07924625,66.499978125,(-30933.31624659127-6394.6606935775335j),(-11817.51515878729-8667.775416683144j),(-3857.265988350826-8701.027193850448j)
111.85655175000001,66.499978125,(-31130.896349262846-5314.174362362446j),(-12133.965807628922-8215.980828348242j),(-4210.2249285442995-8530.323924608023j)
111.662384625,66.499978125,(-31076.65071456737-5682.069396792218j),(-12027.12969081327-8371.688657000159j),(-4088.9642338782114-8591.505360551155j)
111.437928,66.499978125,(-30349.418678254173-8881.0437563689j),(-11015.964368807052-9675.00661717014j),(-3012.704410792515-9027.77775382974j)
111.23671237500001,66.499978125,(-30258.638315770466-9237.30093169614j),(-10893.732055287666-9813.168159430523j),(-2887.468585046093-9065.247257660158j)
111.04630762500001,66.499978125,(-30945.19339294676-6787.985361012299j),(-11724.037738956486-8830.820448792752j),(-3733.985050158074-8754.772769346418j)
110.85142612500002,66.499978125,(-30269.748183244556-9252.080461690162j),(-10893.515155863292-9817.179251150777j),(-2888.177731463692-9063.459275229832j)
110.65816387500001,66.499978125,(-30486.929856575818-8571.866190149452j),(-11135.904737948613-9543.273420242589j),(-3133.356706832378-8985.45387029034j)
110.42846850000001,66.499978125,(-30188.286054991-9620.284319352979j),(-10770.422943618303-9954.6374890218j),(-2767.260647910577-9100.016524226186j)
110.23158675000002,66.499978125,(-30589.736061090578-8220.68346996312j),(-11256.474832782429-9402.573412605814j),(-3256.240188330872-8938.742885172196j)
110.015607375,66.499978125,(-31175.066898868245-5742.796261603555j),(-12036.759012949302-8377.916428764733j),(-4090.2536335342584-8583.69839781701j)
109.823011875,66.499978125,(-31155.745492716123-5743.337587602124j),(-12034.299698497052-8376.123395623483j),(-4087.4492916812796-8585.10789080014j)
109.62560625,66.499978125,(-31262.55803779046-5402.13783396586j),(-12142.603388593358-8224.253670329088j),(-4205.455718275409-8529.98181069905j)
109.42748625000002,66.499978125,(-30852.68814190424-7571.49583818986j),(-11490.337886847037-9123.089999885025j),(-3493.77227449559-8844.388844658384j)
109.22465137500001,66.499978125,(-31364.0090302304-5452.4882407752j),(-12150.193490931377-8234.714921235403j),(-4203.159044268855-8528.620378152043j)
109.00829100000001,66.499978125,(-30988.13278221501-7262.757594057064j),(-11608.932829368252-8986.693421773603j),(-3614.2822695312557-8797.146337350798j)
108.81355237500001,66.499978125,(-30535.032471351435-9027.598430962717j),(-11021.70702256335-9696.207743449482j),(-3006.943473587241-9019.839697196794j)
108.62300475,66.499978125,(-31126.259169515277-6537.189512908772j),(-11827.050217632082-8691.224510493035j),(-3849.9663667490113-8691.782251981453j)
108.41421675,66.499978125,(-31382.14966763359-5472.924988361588j),(-12153.290160196591-8238.319394693244j),(-4204.496386837072-8524.871610373608j)
108.197523,66.499978125,(-31355.060406456876-5878.758195515763j),(-12041.80742779226-8394.674837327992j),(-4085.0480807184103-8581.060489264353j)
108.00387975000001,66.499978125,(-31419.979065819403-5512.714274492808j),(-12148.97272100913-8241.721047515057j),(-4203.3636162750645-8523.316015474766j)
107.80971262500002,66.499978125,(-31316.66552692998-6246.099307065831j),(-11937.756033049838-8553.83963108535j),(-3966.5096798717577-8634.265082264497j)
107.60849700000001,66.499978125,(-30747.178934656433-8750.66394846537j),(-11151.282609670781-9570.959277631135j),(-3125.7050162181504-8978.086507403652j)
107.390136375,66.499978125,(-31042.03927396739-7710.54841475563j),(-11499.765059636264-9145.828400186332j),(-3489.973172985856-8838.811452318845j)
107.193826125,66.499978125,(-30657.04593371451-9139.903426124065j),(-11030.495521695068-9710.099588842375j),(-3005.7899207000764-9013.143673156526j)
106.9720365,66.499978125,(-31260.265252926292-7039.979130503985j),(-11724.250517189688-8855.039601309343j),(-3723.0834734718674-8736.141123379466j)
106.7701065,66.499978125,(-30954.146857205727-8479.82274450843j),(-11273.746174667776-9438.404813379917j),(-3247.362006671906-8924.641645083044j)
